MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
7,3,4.260984651952867,9.344521553442203,1,2,1,3,1,2,1,16,2,1,3,5,8,7,77,56,0,0,8,4,1,0.0,3,3,4,4,3,1,1,0,1,0,792,6.675823221634848,2,2,1,3,6.675823221634848,725,0,7.325148957955575,0,0,1,0,3,1,4,7,4,2,4,1,75.0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,2,0,6,2,3,1,0,0
9,3,4.2626798770413155,9.036344063928219,1,2,0,1,1,0,0,9,1,1,3,3,5,5,0,0,0,0,10,10,1,0.0,3,3,4,4,3,1,5,206,1,0,914,7.02197642307216,2,5,1,3,7.02197642307216,0,0,7.02197642307216,0,0,1,0,3,1,3,6,4,0,0,3,28.704032258064444,1,0,0,3,3,2,0,30,0,0,0,0,0,0,2,0,12,3,4,0,0,1
8,3,4.260984651952867,9.118882761487347,1,2,1,1,1,0,0,13,2,1,3,4,7,5,15,15,0,0,6,6,2,170.0,3,3,4,4,3,1,1,0,1,0,384,5.953243334287785,2,4,1,3,6.70073110954781,670,0,7.301822342137932,0,0,2,1,3,1,4,7,4,1,3,3,15.0,3,2,392,3,3,2,100,25,0,0,0,0,0,0,2,0,7,2,3,1,0,0
9,3,4.2626798770413155,9.259225769705994,1,2,0,1,1,1,0,8,2,1,3,3,4,6,38,38,0,0,6,6,1,0.0,3,3,2,3,3,1,5,524,2,1,160,6.762729506931879,2,4,1,3,6.762729506931879,0,0,6.762729506931879,0,0,1,0,2,1,3,4,4,0,0,1,20.0,1,2,576,3,3,2,216,0,0,0,0,0,0,0,2,0,3,2,1,0,0,0
9,3,4.260984651952867,9.405989388981,1,2,1,1,1,0,0,8,2,1,3,3,5,5,51,51,2,0,7,7,2,180.0,3,3,2,3,3,1,3,1000,1,0,188,7.080867896690782,2,2,1,3,7.080867896690782,0,0,7.080867896690782,1,0,1,0,3,1,3,6,4,0,0,3,51.0,2,2,531,3,3,2,0,0,0,0,0,0,0,3,2,0,5,0,1,1,0,0
12,4,4.189654742026425,9.002824076547672,1,2,0,1,1,0,0,18,2,1,3,5,7,5,0,0,0,0,10,10,1,0.0,4,3,4,4,4,1,1,0,1,0,770,6.647688373563329,2,5,1,3,6.658011045870748,798,0,7.3632795869630385,0,0,2,1,3,1,4,6,4,0,0,3,0.0,2,2,614,3,3,2,0,50,0,0,0,0,0,0,2,0,8,3,4,0,0,0
2,3,4.110873864173311,9.197660318818809,1,2,0,1,1,0,0,4,3,1,0,3,4,5,36,36,0,0,6,6,2,160.0,3,3,2,3,3,3,5,789,1,0,171,6.8679744089702925,1,3,0,3,6.8679744089702925,0,0,6.8679744089702925,1,0,1,0,3,1,3,6,4,0,0,1,36.0,1,2,576,3,3,2,0,288,0,0,0,0,0,0,2,0,5,2,3,0,0,0
9,3,4.330733340286331,9.38915578944085,1,2,1,1,1,0,0,18,3,1,3,3,8,5,2,2,0,0,10,10,2,53.0,4,3,4,4,3,1,6,24,1,0,1550,7.362010551259734,2,5,1,3,7.362010551259734,0,0,7.362010551259734,0,0,2,0,3,1,4,7,4,1,4,3,2.0,2,3,824,3,3,2,144,104,0,0,0,0,0,0,2,0,7,2,3,0,0,0
5,1,4.454347296253507,9.04793908261736,1,2,0,1,1,2,0,0,0,1,3,1,5,7,88,2,0,0,9,9,1,0.0,3,3,2,3,3,1,1,0,1,0,793,6.677083461247136,1,3,0,1,6.905753276311464,520,0,7.325148957955575,0,0,2,0,3,1,2,7,4,0,0,3,28.704032258064444,1,0,0,3,3,0,0,0,1,0,0,0,0,0,2,0,8,2,3,0,0,1
8,3,4.2626798770413155,9.46397433028839,1,2,1,1,1,0,0,6,2,1,3,4,5,6,46,10,0,0,6,6,1,0.0,3,3,2,4,3,3,5,444,1,0,76,6.255750041753367,2,5,1,3,7.289610521451167,0,0,7.289610521451167,0,1,2,0,3,1,3,6,1,1,3,3,12.0,2,2,480,3,3,2,302,0,0,0,1,0,0,0,2,0,10,2,3,0,0,0
12,3,4.382026634673881,9.231024963169016,1,2,1,1,1,0,0,22,2,1,3,5,7,5,13,12,0,0,10,10,2,921.0,4,3,4,4,3,1,1,0,1,0,1264,7.142827401161621,2,5,1,3,7.15305163493748,1067,0,7.76004068088038,0,0,2,1,3,1,4,7,4,1,3,3,13.0,2,3,889,3,3,2,220,0,0,0,0,0,0,0,2,0,7,2,3,0,0,0
11,1,4.0943445622221,9.011767474596178,1,2,0,1,1,3,0,21,2,1,4,3,7,5,4,4,0,0,10,10,3,146.0,4,3,4,4,3,3,6,720,1,0,638,7.214504414151143,2,5,1,3,7.214504414151143,0,0,7.214504414151143,1,0,2,0,2,1,4,6,4,1,4,3,4.0,2,2,484,3,3,2,192,30,0,0,0,0,0,0,2,0,7,2,3,0,0,0
12,3,4.260984651952867,8.99516499031115,1,2,0,1,1,0,0,13,2,1,3,5,6,5,7,7,0,0,10,10,1,0.0,3,3,4,4,3,1,1,0,1,0,924,6.829793737512425,2,5,1,3,6.855408798609928,742,0,7.43307534889858,0,0,2,1,3,1,3,7,4,1,3,3,7.0,2,2,463,3,3,2,100,48,0,0,0,0,0,0,2,0,11,2,1,1,0,0
8,3,4.795790545596741,9.867704922396356,1,2,0,1,1,2,0,8,0,1,3,4,6,5,47,47,0,0,1,1,2,399.0,3,3,2,3,3,4,3,672,5,1,0,7.217443431696533,2,3,1,3,7.232010331664759,0,0,7.232010331664759,1,0,1,0,3,1,3,6,4,1,3,3,18.0,1,2,884,3,3,2,0,0,1,0,0,0,0,2,2,0,5,2,3,0,0,0
12,3,4.2626798770413155,9.036106025364846,1,2,0,1,1,0,0,10,2,1,3,5,6,6,30,29,0,0,6,6,2,130.0,3,3,2,4,3,1,1,0,1,0,650,6.478509642208569,2,3,1,3,6.790097235513905,676,0,7.355641102974253,0,0,2,1,3,1,3,7,4,1,3,3,30.0,1,2,476,3,3,2,0,50,0,0,1,0,0,3,2,0,4,2,3,0,0,0
11,3,3.5553480614894135,8.590815331286851,1,2,1,1,1,0,0,21,2,1,2,3,6,5,4,4,0,0,10,10,3,135.0,4,3,4,4,3,3,5,900,1,0,406,7.175489713624222,2,5,1,3,7.175489713624222,0,0,7.175489713624222,1,0,2,0,1,1,4,5,4,1,4,3,4.0,2,2,624,3,3,2,170,63,0,0,0,0,0,0,2,0,8,2,3,0,0,0
9,3,4.007333185232471,9.533293058509884,1,2,1,1,1,0,0,19,2,1,3,3,6,6,19,19,0,0,6,6,2,72.0,3,3,2,4,4,1,6,980,2,1,92,7.014814351275545,2,4,1,3,7.037027614686276,0,0,7.037027614686276,1,0,2,0,2,1,4,5,4,1,3,3,19.0,1,2,551,3,3,2,125,0,0,0,0,0,0,0,2,0,7,2,3,0,0,0
9,3,4.61512051684126,9.987415012471414,1,2,0,3,1,0,1,9,0,1,3,3,5,5,54,54,2,0,6,6,1,0.0,3,3,2,3,3,1,1,0,1,0,988,6.8966943316227125,2,5,1,2,6.8966943316227125,0,0,6.8966943316227125,0,0,1,0,2,1,3,4,4,0,0,3,54.0,2,2,520,3,3,0,0,0,0,0,0,0,0,0,2,0,2,2,3,0,0,0
8,3,4.2626798770413155,9.259225769705994,1,2,0,1,1,1,0,8,2,1,3,4,5,7,36,2,1,0,3,5,2,82.0,3,3,2,3,3,3,5,349,1,0,23,5.921578419643816,2,3,1,3,6.3578422665081,533,0,7.01211529430638,0,1,1,0,3,1,3,5,4,0,0,4,36.0,1,1,288,3,3,2,35,0,0,0,0,0,0,2,2,0,12,2,3,0,0,0
9,3,4.2626798770413155,8.853808274977197,1,2,0,1,1,0,0,8,2,1,3,3,5,7,47,5,0,0,1,1,2,45.0,3,3,2,3,3,1,3,588,1,0,422,6.918695219020472,2,5,1,3,7.034387929915503,0,0,7.034387929915503,0,0,1,0,2,1,3,6,4,0,0,3,47.0,2,1,254,3,3,2,0,16,0,0,0,0,0,1,2,0,4,2,2,0,0,0
12,3,4.51085950651685,9.287394001418473,1,2,0,1,1,0,0,12,2,1,3,5,6,7,34,11,0,0,6,6,1,0.0,3,3,2,3,3,1,5,956,3,1,384,7.328437352895162,2,3,1,3,7.3453648404168685,1066,0,7.869019376499023,0,0,2,1,4,1,3,9,4,1,3,3,34.0,2,2,624,3,3,2,38,243,0,0,0,0,0,0,2,0,6,2,3,0,0,0
5,3,3.9318256327243257,8.853808274977197,1,2,0,1,1,2,0,5,0,1,3,1,6,6,82,56,0,0,3,2,1,0.0,3,4,1,2,3,1,2,617,1,0,0,6.42648845745769,2,4,1,3,6.763884908562435,445,0,7.1785454837637,0,0,2,0,2,1,3,6,3,0,0,3,82.0,1,1,398,3,3,2,0,0,1,0,0,0,0,0,2,0,5,0,3,0,0,0
9,3,4.276666119016055,9.125653563808989,1,2,0,0,1,2,0,9,2,1,3,3,6,5,24,24,0,0,10,10,1,0.0,3,4,4,3,3,1,5,336,1,0,748,6.98933526597456,2,3,1,3,6.985641817639208,0,0,6.985641817639208,0,0,1,1,3,1,3,5,4,0,0,3,24.0,1,2,484,3,3,2,120,0,1,0,0,0,0,0,2,0,6,2,3,0,0,0
5,3,4.382026634673881,9.419628376999952,1,2,1,2,1,0,1,10,2,1,3,1,8,8,26,0,0,0,1,1,1,0.0,4,3,2,4,3,4,6,1441,1,0,55,7.311218384419629,2,5,1,3,7.311218384419629,636,0,7.665284718471351,1,0,1,1,1,1,4,5,1,1,4,4,26.0,3,2,612,4,3,2,349,40,0,0,0,0,0,0,2,0,9,2,3,0,0,0
8,3,4.634728988229636,9.229456489168413,1,2,1,1,1,0,0,12,2,1,3,4,7,6,38,14,0,0,3,2,2,143.0,3,3,2,3,3,1,1,0,1,0,570,6.3473892096560105,2,4,1,3,7.109062135687172,698,0,7.560601162768557,0,0,3,0,4,1,4,8,4,1,3,3,38.0,2,2,487,3,3,2,0,98,0,0,0,0,0,4,2,0,9,2,3,0,0,0
5,1,3.713572066704308,8.38958706681109,1,2,0,1,1,0,0,5,2,1,3,1,6,8,86,56,0,0,4,4,1,0.0,3,3,1,2,3,1,1,0,1,0,648,6.47543271670409,2,3,1,2,6.5998704992128365,384,0,7.020190708311925,0,0,1,0,2,1,3,6,4,0,0,1,16.0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,2,0,10,2,3,0,0,0
9,3,4.59511985013459,9.348274558065496,1,2,0,1,1,0,0,21,2,1,3,3,8,5,3,2,0,0,10,10,3,200.0,4,3,4,5,3,1,6,1218,1,0,486,7.4413203897176174,2,5,1,3,7.4413203897176174,0,0,7.4413203897176174,1,0,2,0,3,1,4,7,4,1,4,3,2.0,2,3,772,3,3,2,0,50,0,0,0,0,0,0,2,0,5,2,3,0,0,0
0,3,4.260984651952867,9.42084437974393,1,2,1,1,1,0,0,3,2,1,3,3,4,5,69,59,0,0,10,10,1,0.0,3,3,2,3,3,1,4,262,1,0,599,6.759255270663693,2,5,1,3,6.759255270663693,0,0,6.759255270663693,0,0,1,0,1,1,3,4,4,0,0,1,48.0,1,2,539,3,3,2,158,0,0,0,0,0,0,0,2,0,3,2,3,1,0,0
12,3,4.51085950651685,9.367429587218957,1,2,0,1,1,0,0,12,2,1,3,5,6,6,39,39,1,0,6,5,2,365.0,4,3,2,3,3,1,5,384,3,1,143,6.555356891810665,2,4,1,3,6.948897222313312,702,0,7.463936604468925,0,1,1,2,3,1,3,7,4,1,4,3,39.0,1,2,539,3,3,2,224,0,0,0,0,0,0,0,2,0,6,2,3,0,0,0
4,1,3.091042453358316,7.533693709848633,1,2,0,1,1,0,0,2,2,1,2,5,6,6,38,38,0,0,6,6,2,127.0,3,3,2,3,3,1,3,321,1,0,162,6.182084906716632,2,3,1,3,6.182084906716632,504,0,6.895682697747868,0,0,1,1,2,1,3,5,4,0,0,1,21.0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,2,0,9,2,3,0,0,0
9,3,4.174387269895637,8.91018077801329,1,2,0,1,1,0,0,15,2,1,3,3,7,5,0,0,0,0,10,10,3,84.0,4,3,4,4,3,3,6,684,1,0,515,7.090076835776092,2,5,1,3,7.107425474110705,0,0,7.107425474110705,1,0,2,0,2,1,4,6,4,0,0,3,0.0,2,2,632,3,3,2,105,54,0,0,0,0,0,0,2,0,7,3,4,0,0,0
11,3,3.9889840465642745,8.274611946209552,1,2,0,1,1,0,0,14,2,1,4,3,7,5,1,0,0,0,10,10,2,72.0,4,3,4,5,3,3,1,0,1,0,1258,7.138073034044347,2,5,1,3,7.246368080102461,0,0,7.246368080102461,0,2,0,2,2,1,4,7,4,1,4,3,1.0,3,3,648,3,3,2,120,16,0,0,0,0,0,0,2,0,2,3,4,0,0,0
11,1,3.6375861597263857,8.397508348470257,1,2,0,1,1,0,0,15,2,1,4,3,6,5,2,2,0,0,10,10,2,169.0,4,3,4,4,3,2,6,662,1,0,186,6.744059186311348,2,5,1,3,6.744059186311348,0,0,6.744059186311348,1,0,1,0,1,1,4,3,4,1,4,3,2.0,2,2,420,3,3,2,140,0,0,0,0,0,0,0,2,0,5,2,3,0,0,0
9,3,4.110873864173311,8.996280439395015,1,2,0,1,1,0,0,15,2,1,3,3,5,5,15,14,0,0,10,10,1,0.0,3,4,4,4,4,1,5,746,1,0,244,6.898714534329988,2,5,1,3,6.898714534329988,0,0,6.898714534329988,1,0,1,0,3,1,3,5,4,0,0,1,9.0,1,2,480,3,3,2,0,64,0,0,0,0,0,0,2,0,5,2,3,0,0,0
8,3,4.8283137373023015,9.351232110673664,1,2,1,1,1,2,0,3,2,1,3,4,6,7,49,2,0,0,7,7,2,84.0,3,3,2,3,3,3,5,719,1,0,300,6.927557906278317,2,4,1,3,7.213768308118642,0,0,7.213768308118642,1,0,1,0,2,1,5,5,4,1,4,2,49.0,2,1,312,3,3,2,0,0,0,0,1,0,0,4,2,0,5,2,3,0,0,0
9,3,4.2626798770413155,9.227394126542011,1,2,1,1,1,0,0,21,2,1,3,3,7,5,6,6,0,0,10,10,2,168.0,4,3,4,4,3,1,6,2,1,0,1515,7.325148957955575,2,5,1,3,7.336936913707618,0,0,7.336936913707618,0,0,2,0,3,1,4,7,4,0,0,3,6.0,2,2,532,3,3,2,0,0,0,0,0,0,0,0,2,0,3,2,3,0,0,0
6,3,4.060443010546419,9.087833697483386,1,2,1,1,1,4,0,15,2,1,3,0,5,5,10,10,0,0,10,10,1,0.0,4,3,4,4,3,3,6,298,1,0,572,6.769641976852503,2,5,1,3,6.818924065275521,0,0,6.818924065275521,0,0,1,0,2,1,3,5,4,0,0,1,8.0,1,2,576,3,3,2,0,0,0,0,0,0,0,0,2,0,7,2,3,0,0,0
5,3,4.532599493153256,8.914491710191342,1,2,1,1,1,0,0,4,3,0,3,1,5,8,98,15,0,0,0,7,1,0.0,3,3,4,2,3,1,1,0,1,0,504,6.22455842927536,2,4,1,3,6.842683282238422,316,0,7.133295954896068,0,0,1,0,3,1,3,5,4,0,0,3,20.0,1,2,576,3,3,2,104,0,0,0,0,0,0,3,2,0,6,2,3,0,0,0
8,3,3.6375861597263857,8.97941663334301,1,2,1,1,1,4,0,9,2,1,3,4,6,6,22,22,0,0,6,6,1,0.0,3,3,2,3,3,3,6,819,1,0,184,6.911747300251674,2,3,1,3,6.911747300251674,0,0,6.911747300251674,1,0,1,0,3,1,3,6,4,0,0,1,22.0,1,2,588,3,3,2,120,0,0,0,0,0,0,4,2,0,3,2,3,0,0,0
1,1,3.091042453358316,7.298445101508147,1,2,0,1,1,0,0,1,2,1,4,0,4,4,39,39,0,0,9,9,1,0.0,3,3,2,4,3,3,6,509,1,0,121,6.447305862541213,2,3,1,3,6.447305862541213,0,0,6.447305862541213,1,0,1,0,1,1,3,3,4,0,0,3,39.0,1,1,286,3,3,2,0,0,0,0,0,0,0,0,2,0,4,2,3,0,0,0
8,3,4.189654742026425,9.257510176452573,1,2,0,1,1,0,0,8,2,1,3,4,6,8,49,49,2,0,10,10,2,63.0,3,4,2,3,3,3,6,507,1,0,81,6.3784261836515865,2,5,1,3,7.037905963447182,0,0,7.037905963447182,0,1,1,0,3,1,3,6,4,0,0,3,49.0,2,1,264,3,3,2,224,0,0,0,0,0,0,1,2,0,6,2,3,0,0,0
12,3,4.2626798770413155,9.13216259091216,1,2,1,1,1,0,0,8,2,1,3,5,6,6,46,46,0,0,6,6,2,318.0,3,3,2,3,3,1,3,319,1,0,539,6.755768921984255,2,5,1,3,6.755768921984255,858,0,7.448333860897476,0,0,1,1,4,1,3,8,4,1,4,3,46.0,3,2,490,3,3,2,0,84,0,0,1,0,0,0,2,0,3,2,3,0,0,0
4,1,3.2188758248682006,7.560601162768557,1,2,0,1,1,0,0,2,2,1,4,5,5,5,36,36,0,0,6,6,2,376.0,3,3,2,3,3,1,5,471,1,0,294,6.641182169740591,2,5,1,3,6.641182169740591,600,0,7.2196420401307355,1,0,1,1,2,1,3,6,3,0,0,1,36.0,1,2,440,3,3,2,240,36,0,0,0,0,0,0,2,0,8,2,3,0,0,0
9,3,4.2626798770413155,8.93075873555827,1,2,0,1,1,0,0,8,2,1,3,3,5,6,51,44,2,0,8,7,1,0.0,3,3,2,3,3,1,2,504,1,0,525,6.937314081223682,2,3,1,3,7.200424892944957,0,0,7.200424892944957,0,0,1,0,3,1,3,6,3,0,0,3,51.0,1,1,294,3,3,2,0,0,0,0,0,0,0,3,2,0,5,0,1,0,0,0
11,3,3.713572066704308,8.449342524508063,1,2,1,3,1,0,0,20,2,1,4,3,8,5,20,19,0,0,6,6,1,0.0,4,3,4,4,3,2,6,767,1,0,461,7.113956109566034,2,4,1,3,7.113956109566034,0,0,7.113956109566034,1,0,2,0,2,1,4,5,4,1,4,3,20.0,3,2,472,3,3,2,168,120,0,0,0,0,0,0,2,0,10,2,3,0,0,0
0,1,4.276666119016055,8.839421607620602,1,2,0,1,1,0,0,0,2,1,3,3,5,6,68,53,0,0,10,10,1,0.0,3,3,2,3,3,1,5,403,3,1,212,6.608000625296087,2,5,1,3,6.658011045870748,0,0,6.658011045870748,0,0,1,0,2,1,3,4,4,1,4,1,42.0,3,1,924,5,5,2,0,25,0,0,0,0,0,0,2,0,2,2,3,0,0,0
9,3,4.110873864173311,9.039670667922676,1,2,0,3,1,0,1,15,2,1,3,3,5,5,31,31,0,0,6,6,2,136.0,3,3,2,4,3,1,3,616,1,0,424,6.947937068614969,2,3,1,3,6.947937068614969,0,0,6.947937068614969,0,0,2,0,3,1,3,5,4,0,0,3,30.704032258064444,1,0,0,3,3,2,0,0,0,0,0,0,0,0,2,0,8,2,3,0,0,1
2,2,4.260984651952867,8.865452825753623,1,2,0,1,1,0,0,7,2,1,0,5,5,8,90,11,0,0,10,10,1,0.0,3,3,4,3,3,2,1,0,1,0,686,6.532334292222349,2,4,1,3,6.855408798609928,980,0,7.564757012905729,0,0,2,0,5,2,3,10,4,0,0,3,27.704032258064444,1,0,0,3,3,0,0,0,1,0,0,0,0,0,2,0,7,2,3,1,0,1
3,3,4.5217885770490405,9.362546304865514,1,2,0,1,1,0,0,8,0,1,1,5,5,5,40,40,0,0,3,2,2,368.0,3,3,2,3,3,1,2,500,1,0,748,7.130098510125578,2,3,1,3,7.199678345691172,1296,0,7.876638460975463,1,1,2,2,6,2,3,12,4,0,0,1,40.0,1,4,968,3,3,2,0,0,0,0,0,0,0,0,2,0,8,2,3,0,0,0
9,3,4.394449154672439,9.082620630373812,1,2,0,1,1,0,0,8,2,1,3,3,6,6,42,42,2,0,6,6,2,425.0,3,3,2,3,3,1,4,553,1,0,698,7.132497551660044,2,3,1,3,7.132497551660044,0,0,7.132497551660044,1,0,1,0,3,1,3,6,4,2,4,3,42.0,2,1,461,3,3,2,0,116,0,0,0,0,0,3,1,1,3,2,3,0,0,0
12,3,4.260984651952867,9.310276200588783,1,2,0,1,1,0,0,15,5,1,3,5,9,5,9,9,2,0,10,10,2,204.0,4,3,4,5,3,2,6,904,1,0,536,7.273092595999522,2,5,1,3,7.29776828253138,677,0,7.675081857716334,1,0,2,1,3,1,5,8,4,2,5,3,9.0,3,3,736,3,3,2,253,142,0,0,0,0,0,0,2,0,5,2,3,1,0,0
9,3,4.260984651952867,9.601165503344832,1,2,3,1,1,4,0,15,2,1,3,3,8,5,5,4,2,0,10,10,2,178.0,4,3,4,4,3,4,1,0,1,0,1753,7.469654172932128,2,5,1,3,7.488852955733459,0,0,7.488852955733459,0,0,2,0,3,1,4,7,4,1,3,3,5.0,2,3,748,3,3,2,198,150,0,0,0,0,0,0,2,0,8,2,3,1,0,0
0,3,3.828641396489095,9.017847259860732,1,0,0,1,1,0,0,3,2,1,3,3,3,3,94,58,0,0,4,4,1,0.0,3,3,1,3,3,1,4,41,1,0,823,6.762729506931879,2,3,0,1,6.762729506931879,0,0,6.762729506931879,1,0,1,0,2,1,3,5,4,0,0,3,29.704032258064444,1,0,0,3,3,0,0,0,1,0,0,0,0,0,2,0,9,2,3,0,0,1
9,3,4.204692619390966,9.524859098381523,1,2,0,1,1,0,0,10,4,1,3,3,5,5,4,4,0,0,10,10,1,0.0,3,3,4,3,3,1,6,646,1,0,468,7.016609683894219,2,5,1,3,7.016609683894219,0,0,7.016609683894219,1,0,1,1,3,1,4,6,4,0,0,1,4.0,1,2,576,3,3,2,0,102,0,0,0,0,0,0,2,0,6,2,3,0,0,0
